Symbol,Date,Time,CompanyName,Title,sentiment_label,sentiment_score,sentiment_category,sentiment_sub_category,sentiment_explanation,sentiment_flags
PRL,2012-10-23,3:31 PM,Pakistan Refinery Limited,Pakistan Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ENGRO,2012-10-22,10:57 AM,Engro Corporation Limited,Engro Corporation Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FFC,2012-10-22,9:34 AM,Fauji Fertilizer Company Limited,Fauji Fertilizer Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
HBL,2012-10-22,3:27 PM,Habib Bank Limited,Habib Bank Ltd,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
INIL,2012-10-22,10:09 AM,International Industries Limited,International Industries Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
OGDC,2012-10-22,12:03 PM,Oil & Gas Development Company Limited,Oil & Gas Dev.Co,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
ATRL,2012-10-18,10:58 AM,Attock Refinery Limited,Attock Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
CHCC,2012-10-18,1:02 PM,Cherat Cement Company Limited,Cherat Cement Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
HUBC,2012-10-18,2:46 PM,The Hub Power Company Limited,Hub Power Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
LUCK,2012-10-18,12:12 PM,Lucky Cement Limited,Lucky Cement Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MLCF,2012-10-18,12:09 PM,Maple Leaf Cement Factory Limited,Maple Leaf Cement Factory Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
POL,2012-10-18,9:41 AM,Pakistan Oilfields Limited,Pakistan Oilfields Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PPL,2012-10-18,10:39 AM,Pakistan Petroleum Limited,Pak Petroleum Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
SEARL,2012-10-18,3:09 PM,The Searle Company Limited,The Searl Company Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2012-10-18,12:12 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
DGKC,2012-10-17,10:54 AM,D.G. Khan Cement Company Limited,D. G. Khan Cement Co.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
FABL,2012-10-17,1:42 PM,Faysal Bank Limited,Faysal Bank Limited - Public Announcement of Intention for Fauji Foundation Groups Intended Acquisition of a Majority Stake in Askari Bank Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
FABL,2012-10-17,12:55 PM,Faysal Bank Limited,Faysal Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MCB,2012-10-17,11:19 AM,MCB Bank Limited,MCB Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PSO,2012-10-17,1:53 PM,Pakistan State Oil Company Limited,Pakistan State Oil Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
SHEL,2012-10-17,3:17 PM,Shell Pakistan Limited,Shell Pakistan Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FCCL,2012-10-16,3:23 PM,Fauji Cement Company Limited,Fauji Cement Company Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MEBL,2012-10-16,2:28 PM,Meezan Bank Limited,Meezan Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
NBP,2012-10-16,1:35 PM,National Bank of Pakistan,National Bank Of Pakistan,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
BAHL,2012-10-15,3:21 PM,Bank AL Habib Limited,Bank AL Habib Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PPL,2012-10-15,3:41 PM,Pakistan Petroleum Limited,Pakistan Petroleum Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PRL,2012-10-15,10:55 AM,Pakistan Refinery Limited,Pakistan Refinery Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
BAFL,2012-10-12,2:57 PM,Bank Alfalah Limited,Bank Al-Falah Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
FFC,2012-10-12,11:20 AM,Fauji Fertilizer Company Limited,Fauji Fertilizer Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
HUBC,2012-10-12,10:26 AM,The Hub Power Company Limited,Hub Power Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
LUCK,2012-10-12,9:23 AM,Lucky Cement Limited,Lucky Cement Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MEBL,2012-10-12,9:35 AM,Meezan Bank Limited,Meezan Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
OGDC,2012-10-12,3:33 PM,Oil & Gas Development Company Limited,Oil & Gas Development Company Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
ATRL,2012-10-11,9:29 AM,Attock Refinery Limited,Attock Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
HUBC,2012-10-11,10:39 AM,The Hub Power Company Limited,Hub Power Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MEBL,2012-10-11,3:10 PM,Meezan Bank Limited,Meezan Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MLCF,2012-10-11,9:43 AM,Maple Leaf Cement Factory Limited,Maple Leaf Cement Factory Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
POL,2012-10-11,3:10 PM,Pakistan Oilfields Limited,Pakistan Oilfields Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
CHCC,2012-10-10,4:45 PM,Cherat Cement Company Limited,Cherat Cement Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
HUBC,2012-10-10,3:09 PM,The Hub Power Company Limited,The Hub Power Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
POL,2012-10-10,9:54 AM,Pakistan Oilfields Limited,Pakistan Oilfields Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ATRL,2012-10-09,12:04 PM,Attock Refinery Limited,Attock Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
CHCC,2012-10-09,2:34 PM,Cherat Cement Company Limited,Cherat Cement Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MLCF,2012-10-09,11:34 AM,Maple Leaf Cement Factory Limited,Maple Leaf Cement Factory Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2012-10-09,1:46 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MCB,2012-10-08,9:32 AM,MCB Bank Limited,MCB Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PPL,2012-10-08,2:49 PM,Pakistan Petroleum Limited,Pak Petroleum Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2012-10-08,12:16 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
LUCK,2012-10-05,10:31 AM,Lucky Cement Limited,Lucky Cement Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
INIL,2012-10-04,1:44 PM,International Industries Limited,International Industries Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PPL,2012-10-04,10:40 AM,Pakistan Petroleum Limited,Pak Petroleum Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ATRL,2012-10-03,10:09 AM,Attock Refinery Limited,Attock Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
SHEL,2012-10-03,11:27 AM,Shell Pakistan Limited,Shell Pakistan Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
DGKC,2012-10-02,3:29 PM,D.G. Khan Cement Company Limited,D. G. Khan Cement Co.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
MCB,2012-10-02,10:09 AM,MCB Bank Limited,MCB Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
SEARL,2012-10-02,10:12 AM,The Searle Company Limited,The Searl Company Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ATRL,2012-10-01,12:31 PM,Attock Refinery Limited,Attock Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
HBL,2012-10-01,10:10 AM,Habib Bank Limited,Habib Bank Ltd,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MEBL,2012-10-01,10:08 AM,Meezan Bank Limited,Meezan Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PRL,2012-10-01,3:13 PM,Pakistan Refinery Limited,Pakistan Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
TGL,2012-10-01,3:15 PM,Tariq Glass Industries Limited,Tariq Glass Industries Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2012-10-01,12:40 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
HUBC,2012-09-28,10:23 AM,The Hub Power Company Limited,Hub Power Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PPL,2012-09-28,3:42 PM,Pakistan Petroleum Limited,Pak Petroleum Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
TGL,2012-09-28,4:50 PM,Tariq Glass Industries Limited,Tariq Glass Ind.Limited,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
UBL,2012-09-28,11:24 AM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
HBL,2012-09-26,2:13 PM,Habib Bank Limited,Habib Bank Ltd,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
HUBC,2012-09-26,10:39 AM,The Hub Power Company Limited,Hub Power Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2012-09-26,10:31 AM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ATRL,2012-09-25,10:49 AM,Attock Refinery Limited,Attock Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MLCF,2012-09-25,1:48 PM,Maple Leaf Cement Factory Limited,Maple Leaf Cement Factory Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
POL,2012-09-25,12:11 PM,Pakistan Oilfields Limited,Pakistan Oilfields Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
SEARL,2012-09-25,6:24 PM,The Searle Company Limited,Searl Pakistan Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2012-09-25,9:54 AM,United Bank Limited,United Bank Ltd - Public Announcement of Intention to Acquire upto 90.986% Stake in American Life Insurance Co.Ltd.,neutral,0.85,Corporate Action,acquisition_in_progress,Acquisition offer or intention announced — outcome not yet confirmed,acquisition_announcement
CHCC,2012-09-24,5:54 PM,Cherat Cement Company Limited,Cherat Cement Company Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FFC,2012-09-24,11:46 AM,Fauji Fertilizer Company Limited,Fauji Fertilizer Co. Ltd.,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
SEARL,2012-09-24,9:40 AM,The Searle Company Limited,Searl Pakistan Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
POL,2012-09-20,11:54 AM,Pakistan Oilfields Limited,Pakistan Oilfields Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
TGL,2012-09-20,1:36 PM,Tariq Glass Industries Limited,Tariq Glass Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
UBL,2012-09-20,12:14 PM,United Bank Limited,United Bank Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PRL,2012-09-19,9:59 AM,Pakistan Refinery Limited,Pakistan Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
ATRL,2012-09-18,11:07 AM,Attock Refinery Limited,Attock Refinery Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
MLCF,2012-09-18,10:17 AM,Maple Leaf Cement Factory Limited,Maple Leaf Cement Factory Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
PPL,2012-09-18,3:09 PM,Pakistan Petroleum Limited,Pak Petroleum Ltd.,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
